Long,Lat,,,
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
,,"{ lat: , lng: },",,"INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (, , geography::STPointFromText('POINT( )', 4326));"
